id,userid,total,created
86693,53025,2443,10/10/2017 13:28
86700,53627,2198,10/10/2017 13:35
86707,56835,1855,10/10/2017 13:42
86714,56835,1855,10/10/2017 13:49
86721,33107,2800,10/10/2017 13:56
86728,57701,2205,10/10/2017 14:00
86735,49524,9786,10/10/2017 14:06
86742,18476,4557,10/10/2017 14:10
86749,5700,3087,10/10/2017 14:15
86756,57698,2205,10/10/2017 14:20
86763,15698,5138,10/10/2017 14:29
86770,57696,0,10/10/2017 14:34
86777,9152,2443,10/10/2017 14:39
86784,54402,5873,10/10/2017 14:43
86791,7839,3654,10/10/2017 14:46
86798,16050,6986,10/10/2017 14:51
86805,156,8820,10/10/2017 15:02
86812,16773,2919,10/10/2017 15:13
86819,53852,2569,10/10/2017 15:16
86826,608,4781,10/10/2017 15:22
86833,954,1862,10/10/2017 15:25
86840,5187,2247,10/10/2017 15:30
86847,57732,1862,10/10/2017 15:34
86854,21899,2863,10/10/2017 15:40
86861,9352,4557,10/10/2017 15:44
86868,42354,3059,10/10/2017 15:47
86875,44766,1897,10/10/2017 15:52
86882,2263,1939,10/10/2017 16:02
86889,17664,2898,10/10/2017 16:13
86896,53206,3906,10/10/2017 16:19
86903,16746,658,10/10/2017 16:26
86910,14444,3885,10/10/2017 16:29
86917,15826,1043,10/10/2017 16:32
86924,57858,1939,10/10/2017 16:36
86931,51646,1470,10/10/2017 16:39
86938,48776,2044,10/10/2017 16:44
86945,4496,3654,10/10/2017 16:48
86952,5929,1974,10/10/2017 16:50
86959,5092,3654,10/10/2017 16:56
86966,5092,1470,10/10/2017 16:58
86973,8212,3843,10/10/2017 17:02
86980,57649,0,10/10/2017 17:04
86987,52878,0,10/10/2017 17:08
86994,26198,2443,10/10/2017 17:10
87001,57906,2590,10/10/2017 17:14
87008,57788,0,10/10/2017 17:19
87015,12504,3850,10/10/2017 17:22
87022,57681,0,10/10/2017 17:24
87029,33530,875,10/10/2017 17:30
87036,35620,23758,10/10/2017 17:35
87043,35328,4599,10/10/2017 17:44
87050,56807,4116,10/10/2017 17:47
87057,55776,2639,10/10/2017 17:51
87064,22307,1855,10/10/2017 18:00
87071,17390,7329,10/10/2017 18:12
87078,20406,0,10/10/2017 18:19
87085,43840,0,10/10/2017 18:27
87092,18984,1855,10/10/2017 18:30
87099,34371,1939,10/10/2017 18:36
87106,12429,8666,10/10/2017 18:41
87113,5949,1974,10/10/2017 18:47
87120,31101,3913,10/10/2017 18:52
87127,54402,5530,10/10/2017 18:56
87134,13123,0,10/10/2017 18:59
87141,17570,4410,10/10/2017 19:04
87148,19791,4060,10/10/2017 19:09
87155,7333,868,10/10/2017 19:14
87162,54880,7854,10/10/2017 19:17
87169,8821,1386,10/10/2017 19:20
87176,57394,3654,10/10/2017 19:26
87183,57454,6020,10/10/2017 19:28
87190,30787,2310,10/10/2017 19:37
87197,15826,2618,10/10/2017 19:40
87204,9947,5110,10/10/2017 19:46
87211,31181,1743,10/10/2017 19:52
87218,30861,16716,10/10/2017 19:54
87225,705,3024,10/10/2017 20:01
87232,31181,1400,10/10/2017 20:08
87239,57717,1855,10/10/2017 20:17
87246,57016,0,10/10/2017 20:25
87253,24788,7742,10/10/2017 20:31
87260,23246,2163,10/10/2017 20:37
87267,37252,0,10/10/2017 20:43
87274,20126,2569,10/10/2017 20:48
87281,17198,6433,10/10/2017 21:00
87288,91,1113,10/10/2017 21:07
87295,57750,2583,10/10/2017 21:19
87302,40650,2632,10/10/2017 21:23
87309,22353,3969,10/10/2017 21:31
87316,19560,1750,10/10/2017 21:35
87323,12073,3087,10/10/2017 21:39
87330,6927,3710,10/10/2017 21:42
87337,6312,5292,10/10/2017 21:51
87344,3517,2870,10/10/2017 21:56
87351,45451,5880,10/10/2017 22:01
87358,58108,2569,10/10/2017 22:05
87365,34992,2877,10/10/2017 22:08
87372,49524,5397,10/10/2017 22:12
87379,11463,1883,10/10/2017 22:21
87386,57488,0,10/10/2017 22:26
87393,40938,4683,10/10/2017 22:32
87400,35638,2940,10/10/2017 22:35
87407,6375,2163,10/10/2017 22:39
87414,17958,3675,10/10/2017 22:42
87421,8369,1470,10/10/2017 22:47
87428,8369,2646,10/10/2017 22:52
87435,6375,2205,10/10/2017 22:57
87442,6233,2170,10/10/2017 22:59
87449,57544,0,10/10/2017 23:01
87456,7941,3010,10/10/2017 23:06
87463,7606,1470,10/10/2017 23:11
87470,4496,3563,10/10/2017 23:19
87477,9694,315,10/10/2017 23:25
87484,14222,2135,10/10/2017 23:31
87491,15059,8456,10/10/2017 23:43
87498,52291,3892,10/10/2017 23:53
87505,26839,4550,10/10/2017 23:57
87512,35518,0,11/10/2017 00:03
87519,34331,3101,11/10/2017 00:07
87526,54402,6027,11/10/2017 00:30
87533,54995,1743,11/10/2017 00:54
87540,44918,2205,11/10/2017 01:04
87547,3738,3087,11/10/2017 01:28
87554,3434,2366,11/10/2017 01:56
87561,10506,0,11/10/2017 03:43
87568,25947,2443,11/10/2017 05:51
87575,19240,5250,11/10/2017 06:40
87582,2150,2800,11/10/2017 07:19
87589,4090,2506,11/10/2017 07:52
87596,58145,4410,11/10/2017 08:13
87603,15059,1953,11/10/2017 08:28
87610,4408,3668,11/10/2017 08:38
87617,9016,2345,11/10/2017 08:53
87624,51760,3087,11/10/2017 08:58
87631,29066,3654,11/10/2017 09:07
87638,53056,5873,11/10/2017 09:16
87645,40729,15414,11/10/2017 09:19
87652,21587,1862,11/10/2017 09:29
87659,24830,3311,11/10/2017 09:39
87666,24552,2597,11/10/2017 09:45
87673,47795,1855,11/10/2017 09:49
87680,26078,2618,11/10/2017 09:57
87687,25861,1736,11/10/2017 10:01
87694,42006,2520,11/10/2017 10:06
87701,24618,2646,11/10/2017 10:09
87708,13902,1939,11/10/2017 10:14
87715,56785,812,11/10/2017 10:18
87722,17198,7350,11/10/2017 10:24
87729,56188,2646,11/10/2017 10:29
87736,52859,2093,11/10/2017 10:35
87743,47682,3493,11/10/2017 10:39
87750,35560,5019,11/10/2017 10:42
87757,55072,1897,11/10/2017 10:46
87764,12504,4893,11/10/2017 10:48
87771,43597,2940,11/10/2017 10:50
87778,11188,3003,11/10/2017 10:52
87785,36075,9772,11/10/2017 11:00
87792,20390,5775,11/10/2017 11:07
87799,11833,6293,11/10/2017 11:14
87806,2422,2093,11/10/2017 11:18
87813,53426,1848,11/10/2017 11:25
87820,9703,2205,11/10/2017 11:28
87827,58360,0,11/10/2017 11:36
87834,31145,2660,11/10/2017 11:41
87841,50542,1085,11/10/2017 11:44
87848,44947,2653,11/10/2017 11:45
87855,49153,3311,11/10/2017 11:50
87862,16522,6552,11/10/2017 11:55
87869,11188,2940,11/10/2017 12:03
87876,5134,3178,11/10/2017 12:08
87883,42770,3017,11/10/2017 12:14
87890,2248,2205,11/10/2017 12:17
87897,15842,4340,11/10/2017 12:22
87904,57338,3024,11/10/2017 12:28
87911,10770,5397,11/10/2017 12:32
87918,22331,4557,11/10/2017 12:38
87925,608,2870,11/10/2017 12:41
87932,38259,6580,11/10/2017 12:46
87939,23910,2471,11/10/2017 12:50
87946,12146,1848,11/10/2017 12:55
87953,22250,2128,11/10/2017 12:58
87960,57810,0,11/10/2017 13:01
87967,12218,4550,11/10/2017 13:05
87974,10136,2940,11/10/2017 13:14
87981,34992,1764,11/10/2017 13:19
87988,58419,2443,11/10/2017 13:25
87995,27174,2947,11/10/2017 13:28
88002,49094,2471,11/10/2017 13:34
88009,57961,0,11/10/2017 13:39
88016,58032,2282,11/10/2017 13:42
88023,50790,1043,11/10/2017 13:46
88030,55901,4571,11/10/2017 13:48
88037,58453,0,11/10/2017 13:51
88044,58439,3206,11/10/2017 13:53
88051,54338,3129,11/10/2017 13:57
88058,1469,2940,11/10/2017 14:08
88065,32468,2205,11/10/2017 14:16
88072,4609,7350,11/10/2017 14:22
88079,34343,1316,11/10/2017 14:30
88086,20862,4375,11/10/2017 14:35
88093,22436,13055,11/10/2017 14:39
88100,19116,2618,11/10/2017 14:45
88107,10546,1554,11/10/2017 14:50
88114,22436,6965,11/10/2017 14:55
88121,8622,2940,11/10/2017 15:02
88128,45164,2093,11/10/2017 15:06
88135,57301,1974,11/10/2017 15:11
88142,42013,2940,11/10/2017 15:19
88149,18961,4753,11/10/2017 15:21
88156,3497,875,11/10/2017 15:24
88163,58514,0,11/10/2017 15:27
88170,12504,5586,11/10/2017 15:32
88177,56980,0,11/10/2017 15:38
88184,19608,2576,11/10/2017 15:41
88191,15885,2443,11/10/2017 15:47
88198,175,3696,11/10/2017 15:50
88205,23635,4746,11/10/2017 15:55
88212,15885,2443,11/10/2017 16:03
88219,39183,1939,11/10/2017 16:06
88226,57496,2793,11/10/2017 16:09
88233,13763,2023,11/10/2017 16:16
88240,32175,875,11/10/2017 16:20
88247,52855,3108,11/10/2017 16:24
88254,21263,2611,11/10/2017 16:28
88261,5363,2541,11/10/2017 16:32
88268,28563,3493,11/10/2017 16:36
88275,23246,1344,11/10/2017 16:40
88282,16464,2163,11/10/2017 16:46
88289,52570,10122,11/10/2017 16:54
88296,37441,994,11/10/2017 16:59
88303,3576,2450,11/10/2017 17:01
88310,13941,630,11/10/2017 17:04
88317,49518,12054,11/10/2017 17:08
88324,11025,875,11/10/2017 17:16
88331,1617,5880,11/10/2017 17:23
88338,40909,4403,11/10/2017 17:26
88345,22353,1127,11/10/2017 17:29
88352,874,2051,11/10/2017 17:32
88359,52391,3871,11/10/2017 17:35
88366,57784,0,11/10/2017 17:37
88373,25631,0,11/10/2017 17:42
88380,17166,3150,11/10/2017 17:46
88387,22250,0,11/10/2017 17:56
88394,11188,2051,11/10/2017 18:02
88401,24895,3017,11/10/2017 18:10
88408,9016,2646,11/10/2017 18:16
88415,6603,5383,11/10/2017 18:22
88422,4765,2065,11/10/2017 18:29
88429,17181,3185,11/10/2017 18:39
88436,58389,742,11/10/2017 18:44
88443,57719,8813,11/10/2017 18:51
88450,9835,0,11/10/2017 18:56
88457,8821,1162,11/10/2017 19:03
88464,5354,5586,11/10/2017 19:11
88471,18906,2793,11/10/2017 19:22
88478,47318,3710,11/10/2017 19:28
88485,6195,5999,11/10/2017 19:33
88492,10659,2870,11/10/2017 19:41
88499,31,1862,11/10/2017 19:45
88506,56825,2205,11/10/2017 19:53
88513,1596,4018,11/10/2017 20:00
88520,24422,1036,11/10/2017 20:06
88527,58549,0,11/10/2017 20:13
88534,37697,4571,11/10/2017 20:18
88541,23368,0,11/10/2017 20:22
88548,30282,2646,11/10/2017 20:28
88555,10428,8456,11/10/2017 20:34
88562,11460,4060,11/10/2017 20:44
88569,40520,8862,11/10/2017 20:50
88576,43749,3626,11/10/2017 20:53
88583,57058,2604,11/10/2017 20:58
88590,7606,0,11/10/2017 21:01
88597,36756,8575,11/10/2017 21:04
88604,49081,3668,11/10/2017 21:13
88611,38259,3486,11/10/2017 21:21
88618,56029,0,11/10/2017 21:27
88625,27171,2023,11/10/2017 21:31
88632,416,7182,11/10/2017 21:41
88639,47777,700,11/10/2017 21:48
88646,47395,3108,11/10/2017 21:53
88653,19880,1330,11/10/2017 21:59
88660,765,12488,11/10/2017 22:05
88667,48074,2366,11/10/2017 22:10
88674,15885,700,11/10/2017 22:17
88681,54954,1554,11/10/2017 22:20
88688,3202,9926,11/10/2017 22:22
88695,24288,4186,11/10/2017 22:30
88702,27653,2205,11/10/2017 22:34
88709,16221,0,11/10/2017 22:38
88716,57762,5775,11/10/2017 22:42
88723,10760,4060,11/10/2017 22:48
88730,29175,1736,11/10/2017 22:50
88737,1259,1750,11/10/2017 22:53
88744,58826,0,11/10/2017 23:00
88751,20348,7329,11/10/2017 23:05
88758,48495,4557,11/10/2017 23:11
88765,58796,2247,11/10/2017 23:16
88772,35339,2429,11/10/2017 23:28
88779,7018,3374,11/10/2017 23:36
88786,8212,4046,11/10/2017 23:42
88793,57415,0,11/10/2017 23:45
88800,34386,3024,11/10/2017 23:50
88807,9772,3633,11/10/2017 23:58
88814,156,4102,12/10/2017 00:03
88821,22171,3178,12/10/2017 00:19
88828,2802,4151,12/10/2017 00:45
88835,4532,2429,12/10/2017 00:55
88842,56424,3493,12/10/2017 02:01
88849,32386,2163,12/10/2017 06:10
88856,4532,2429,12/10/2017 06:59
88863,1193,2093,12/10/2017 07:27
88870,5819,2940,12/10/2017 07:46
88877,29879,2541,12/10/2017 08:04
88884,336,4060,12/10/2017 08:21
88891,18564,32970,12/10/2017 08:34
88898,56310,3451,12/10/2017 08:49
88905,8821,0,12/10/2017 08:57
88912,44947,3017,12/10/2017 09:05
88919,6327,6293,12/10/2017 09:14
88926,44917,2569,12/10/2017 09:28
88933,23,3724,12/10/2017 09:35
88940,11412,1470,12/10/2017 09:42
88947,14821,4886,12/10/2017 09:48
88954,58796,1218,12/10/2017 09:52
88961,56785,1148,12/10/2017 09:59
88968,58277,1554,12/10/2017 10:03
88975,34343,5775,12/10/2017 10:08
88982,24853,4746,12/10/2017 10:11
88989,36284,22092,12/10/2017 10:20
88996,17385,1554,12/10/2017 10:31
89003,59036,0,12/10/2017 10:43
89010,43223,1939,12/10/2017 10:49
89017,37773,6048,12/10/2017 10:54
89024,57556,0,12/10/2017 11:04
89031,45350,6069,12/10/2017 11:08
89038,57529,1442,12/10/2017 11:13
89045,42146,2933,12/10/2017 11:16
89052,31522,0,12/10/2017 11:23
89059,58549,0,12/10/2017 11:27
89066,8821,4550,12/10/2017 11:33
89073,58549,0,12/10/2017 11:39
89080,58549,0,12/10/2017 11:44
89087,27340,1939,12/10/2017 11:53
89094,4532,2429,12/10/2017 12:07
89101,43753,4865,12/10/2017 12:11
89108,57006,0,12/10/2017 12:15
89115,59122,0,12/10/2017 12:21
89122,57786,0,12/10/2017 12:26
89129,48074,966,12/10/2017 12:34
89136,27218,6972,12/10/2017 12:39
89143,58816,2170,12/10/2017 12:42
89150,44947,4620,12/10/2017 12:49
89157,20296,0,12/10/2017 12:54
89164,59040,2646,12/10/2017 13:00
89171,3827,1631,12/10/2017 13:04
89178,35837,5845,12/10/2017 13:10
89185,4496,1085,12/10/2017 13:16
89192,4496,3626,12/10/2017 13:21
89199,20497,10290,12/10/2017 13:26
89206,56412,2023,12/10/2017 13:30
89213,48495,2863,12/10/2017 13:39
89220,44905,13482,12/10/2017 13:42
89227,16144,4557,12/10/2017 13:46
89234,21958,6993,12/10/2017 13:49
89241,4144,3969,12/10/2017 13:55
89248,10025,4886,12/10/2017 14:01
89255,13869,5775,12/10/2017 14:06
89262,7839,5334,12/10/2017 14:13
89269,608,5369,12/10/2017 14:17
89276,3587,7329,12/10/2017 14:21
89283,58004,0,12/10/2017 14:25
89290,33,896,12/10/2017 14:26
89297,23055,2499,12/10/2017 14:29
89304,23055,2093,12/10/2017 14:32
89311,40853,10479,12/10/2017 14:39
89318,13548,2940,12/10/2017 14:45
89325,36284,5320,12/10/2017 14:48
89332,22205,1162,12/10/2017 14:54
89339,57971,3724,12/10/2017 14:58
89346,31,4046,12/10/2017 15:01
89353,59108,0,12/10/2017 15:09
89360,53740,2660,12/10/2017 15:14
89367,59011,0,12/10/2017 15:16
89374,12218,441,12/10/2017 15:19
89381,17758,4886,12/10/2017 15:23
89388,5338,8645,12/10/2017 15:29
89395,50609,4011,12/10/2017 15:32
89402,59279,7224,12/10/2017 15:36
89409,54205,735,12/10/2017 15:40
89416,258,4060,12/10/2017 15:43
89423,58369,2443,12/10/2017 15:47
89430,43939,2450,12/10/2017 15:52
89437,1996,7287,12/10/2017 15:57
89444,57481,2093,12/10/2017 16:01
89451,59100,9051,12/10/2017 16:07
89458,16847,4928,12/10/2017 16:12
89465,9114,14700,12/10/2017 16:18
89472,57481,8456,12/10/2017 16:24
89479,57748,0,12/10/2017 16:27
89486,10253,2800,12/10/2017 16:32
89493,156,1848,12/10/2017 16:38
89500,59321,0,12/10/2017 16:44
89507,8504,2023,12/10/2017 16:47
89514,59283,0,12/10/2017 16:51
89521,3052,4599,12/10/2017 16:55
89528,56968,0,12/10/2017 17:00
89535,1690,2660,12/10/2017 17:03
89542,4496,3451,12/10/2017 17:11
89549,24984,4886,12/10/2017 17:13
89556,3260,2093,12/10/2017 17:20
89563,30917,7000,12/10/2017 17:22
89570,30460,3654,12/10/2017 17:28
89577,45046,7147,12/10/2017 17:33
89584,3562,5152,12/10/2017 17:38
89591,20508,11592,12/10/2017 17:44
89598,57381,1400,12/10/2017 17:48
89605,33530,8456,12/10/2017 17:56
89612,20508,4032,12/10/2017 18:06
89619,55218,2940,12/10/2017 18:09
89626,13869,2450,12/10/2017 18:16
89633,12220,3668,12/10/2017 18:20
89640,46535,5544,12/10/2017 18:28
89647,33530,805,12/10/2017 18:33
89654,52424,3493,12/10/2017 18:40
89661,34006,2793,12/10/2017 18:45
89668,46535,2401,12/10/2017 18:48
89675,1193,3178,12/10/2017 18:52
89682,44273,3178,12/10/2017 18:55
89689,31,6062,12/10/2017 19:00
89696,20508,4984,12/10/2017 19:05
89703,11833,952,12/10/2017 19:09
89710,40495,2450,12/10/2017 19:14
89717,27482,6069,12/10/2017 19:17
89724,23329,0,12/10/2017 19:26
89731,8369,2345,12/10/2017 19:33
89738,52691,2016,12/10/2017 19:34
89745,54045,2443,12/10/2017 19:38
89752,17317,763,12/10/2017 19:44
89759,59478,2450,12/10/2017 19:49
89766,11188,31500,12/10/2017 19:53
89773,37854,3024,12/10/2017 20:00
89780,9212,2576,12/10/2017 20:02
89787,36371,2569,12/10/2017 20:06
89794,56799,476,12/10/2017 20:08
89801,6804,2877,12/10/2017 20:15
89808,49081,4655,12/10/2017 20:18
89815,10673,4648,12/10/2017 20:24
89822,17413,910,12/10/2017 20:29
89829,27019,4340,12/10/2017 20:33
89836,5824,2450,12/10/2017 20:43
89843,1825,4781,12/10/2017 20:49
89850,22879,3150,12/10/2017 20:59
89857,27218,4557,12/10/2017 21:08
89864,41626,13349,12/10/2017 21:11
89871,15369,20972,12/10/2017 21:17
89878,2718,4025,12/10/2017 21:24
89885,31597,3129,12/10/2017 21:28
89892,1193,2093,12/10/2017 21:35
89899,1127,2352,12/10/2017 21:41
89906,9899,3612,12/10/2017 21:46
89913,23475,2443,12/10/2017 21:50
89920,21793,2604,12/10/2017 21:56
89927,36284,4900,12/10/2017 22:02
89934,59521,7224,12/10/2017 22:06
89941,12504,4998,12/10/2017 22:12
89948,31597,6594,12/10/2017 22:16
89955,52668,2954,12/10/2017 22:19
89962,4408,2877,12/10/2017 22:21
89969,26,1470,12/10/2017 22:31
89976,57541,8078,12/10/2017 22:35
89983,58992,0,12/10/2017 22:39
89990,58823,4046,12/10/2017 22:41
89997,10770,2093,12/10/2017 22:48
90004,55139,0,12/10/2017 22:53
90011,37400,5138,12/10/2017 22:56
90018,49153,4326,12/10/2017 23:02
90025,56622,5110,12/10/2017 23:10
90032,56894,3654,12/10/2017 23:15
90039,31738,2023,12/10/2017 23:24
90046,16208,6293,12/10/2017 23:29
90053,58720,0,12/10/2017 23:44
90060,36986,3661,12/10/2017 23:50
90067,58032,10836,12/10/2017 23:56
90074,43363,0,13/10/2017 00:04
90081,16753,3129,13/10/2017 00:09
90088,40535,7329,13/10/2017 00:13
90095,43363,1939,13/10/2017 00:19
90102,36986,5215,13/10/2017 00:29
90109,49574,2632,13/10/2017 00:34
90116,59182,0,13/10/2017 00:44
90123,3562,2800,13/10/2017 00:59
90130,10297,2905,13/10/2017 01:28
90137,32252,4025,13/10/2017 01:58
90144,59779,0,13/10/2017 03:40
90151,59786,4865,13/10/2017 05:55
90158,19608,2814,13/10/2017 06:50
90165,59218,4025,13/10/2017 07:15
90172,40516,0,13/10/2017 07:47
90179,36075,2443,13/10/2017 07:57
90186,7509,8050,13/10/2017 08:15
90193,57481,3220,13/10/2017 08:24
90200,11936,6244,13/10/2017 08:34
90207,34545,0,13/10/2017 08:46
90214,4533,3969,13/10/2017 09:02
90221,20406,2506,13/10/2017 09:18
90228,22250,3626,13/10/2017 09:28
90235,59294,0,13/10/2017 09:36
90242,22673,3654,13/10/2017 09:41
90249,6603,0,13/10/2017 09:50
90256,37071,3486,13/10/2017 09:58
90263,10656,2793,13/10/2017 10:01
90270,57606,1631,13/10/2017 10:07
90277,3869,6622,13/10/2017 10:11
90284,51831,392,13/10/2017 10:14
90291,35799,4774,13/10/2017 10:20
90298,22250,11613,13/10/2017 10:26
90305,35107,1554,13/10/2017 10:33
90312,34217,3262,13/10/2017 10:38
90319,58579,441,13/10/2017 10:43
90326,34371,0,13/10/2017 10:46
90333,19520,2576,13/10/2017 10:49
90340,23082,16555,13/10/2017 10:53
90347,31573,2058,13/10/2017 10:58
90354,30514,3185,13/10/2017 11:05
90361,9947,3493,13/10/2017 11:12
90368,59328,0,13/10/2017 11:15
90375,11936,1617,13/10/2017 11:20
90382,32717,7896,13/10/2017 11:22
90389,40535,4025,13/10/2017 11:31
90396,9694,1183,13/10/2017 11:36
90403,3497,3626,13/10/2017 11:44
90410,18754,1379,13/10/2017 11:48
90417,7355,3724,13/10/2017 11:53
90424,29422,4571,13/10/2017 11:57
90431,59870,3108,13/10/2017 12:03
90438,42713,1939,13/10/2017 12:07
90445,1819,3178,13/10/2017 12:15
90452,42713,2450,13/10/2017 12:18
90459,58176,4102,13/10/2017 12:20
90466,22205,3311,13/10/2017 12:23
90473,47145,2660,13/10/2017 12:29
90480,54739,0,13/10/2017 12:34
90487,33806,1008,13/10/2017 12:37
90494,37441,826,13/10/2017 12:41
90501,36273,1001,13/10/2017 12:46
90508,58744,0,13/10/2017 12:51
90515,44947,4326,13/10/2017 12:56
90522,29791,2576,13/10/2017 13:02
90529,40640,2576,13/10/2017 13:08
90536,47299,2093,13/10/2017 13:15
90543,12504,672,13/10/2017 13:19
90550,12504,6055,13/10/2017 13:24
90557,29195,2940,13/10/2017 13:28
90564,218,2793,13/10/2017 13:36
90571,27006,4725,13/10/2017 13:41
90578,7556,2947,13/10/2017 13:46
90585,27845,4102,13/10/2017 13:54
90592,47856,2723,13/10/2017 13:59
90599,55555,3500,13/10/2017 14:06
90606,58505,5250,13/10/2017 14:09
90613,7283,2660,13/10/2017 14:14
90620,42858,4753,13/10/2017 14:19
90627,8427,1904,13/10/2017 14:21
90634,48888,4340,13/10/2017 14:28
90641,55790,12712,13/10/2017 14:34
90648,12504,8400,13/10/2017 14:37
90655,1034,2660,13/10/2017 14:41
90662,6375,5138,13/10/2017 14:48
90669,59918,1862,13/10/2017 14:53
90676,22205,742,13/10/2017 14:58
90683,113,2051,13/10/2017 15:03
90690,20361,5110,13/10/2017 15:07
90697,8821,3724,13/10/2017 15:12
90704,8821,2793,13/10/2017 15:19
90711,53206,2583,13/10/2017 15:22
90718,18961,6195,13/10/2017 15:28
90725,15885,2576,13/10/2017 15:30
90732,29175,4746,13/10/2017 15:34
90739,55062,1652,13/10/2017 15:39
90746,20301,2660,13/10/2017 15:50
90753,13901,5110,13/10/2017 15:53
90760,52276,1526,13/10/2017 15:58
90767,27463,3087,13/10/2017 16:01
90774,40909,5033,13/10/2017 16:05
90781,29175,3612,13/10/2017 16:08
90788,32387,5397,13/10/2017 16:11
90795,608,5586,13/10/2017 16:14
90802,13791,3612,13/10/2017 16:18
90809,59488,0,13/10/2017 16:23
90816,16007,8456,13/10/2017 16:28
90823,23329,2653,13/10/2017 16:34
90830,7606,1043,13/10/2017 16:40
90837,7606,1610,13/10/2017 16:47
90844,60138,0,13/10/2017 16:50
90851,4144,4494,13/10/2017 16:54
90858,10325,3024,13/10/2017 17:02
90865,16007,5880,13/10/2017 17:05
90872,23333,24276,13/10/2017 17:08
90879,16208,3892,13/10/2017 17:13
90886,3008,6356,13/10/2017 17:15
90893,6375,5817,13/10/2017 17:20
90900,12495,4025,13/10/2017 17:24
90907,29879,2583,13/10/2017 17:30
90914,14444,5250,13/10/2017 17:33
90921,55221,5397,13/10/2017 17:37
90928,18701,882,13/10/2017 17:47
90935,19247,476,13/10/2017 17:53
90942,59824,1813,13/10/2017 18:01
90949,49789,0,13/10/2017 18:07
90956,10968,4760,13/10/2017 18:13
90963,10968,826,13/10/2017 18:19
90970,46010,3465,13/10/2017 18:22
90977,4002,0,13/10/2017 18:29
90984,4794,5334,13/10/2017 18:34
90991,10136,4025,13/10/2017 18:40
90998,57705,0,13/10/2017 18:49
91005,44506,8015,13/10/2017 18:51
91012,49183,2786,13/10/2017 18:58
91019,57381,1015,13/10/2017 19:01
91026,10297,3878,13/10/2017 19:12
91033,17000,2786,13/10/2017 19:17
91040,6327,4025,13/10/2017 19:20
91047,27339,1617,13/10/2017 19:24
91054,5887,3318,13/10/2017 19:29
91061,6375,2170,13/10/2017 19:34
91068,9781,3129,13/10/2017 19:38
91075,13901,4025,13/10/2017 19:42
91082,43026,3773,13/10/2017 19:50
91089,4532,9926,13/10/2017 19:57
91096,312,700,13/10/2017 20:00
91103,41317,6027,13/10/2017 20:10
91110,19240,1974,13/10/2017 20:14
91117,55149,0,13/10/2017 20:20
91124,60183,0,13/10/2017 20:26
91131,1331,8050,13/10/2017 20:34
91138,5300,2114,13/10/2017 20:39
91145,17413,1736,13/10/2017 20:46
91152,33691,6125,13/10/2017 20:52
91159,22150,994,13/10/2017 20:58
91166,43814,3465,13/10/2017 21:07
91173,59857,3178,13/10/2017 21:13
91180,30917,4025,13/10/2017 21:15
91187,701,0,13/10/2017 21:22
91194,46735,4263,13/10/2017 21:27
91201,2916,2786,13/10/2017 21:33
91208,24853,4599,13/10/2017 21:38
91215,8212,2688,13/10/2017 21:43
91222,8504,1372,13/10/2017 21:49
91229,15588,4928,13/10/2017 21:59
91236,52099,6720,13/10/2017 22:03
91243,23082,2142,13/10/2017 22:08
91250,59837,0,13/10/2017 22:11
91257,37441,2443,13/10/2017 22:18
91264,10197,1848,13/10/2017 22:25
91271,11188,10290,13/10/2017 22:32
91278,19008,5572,13/10/2017 22:38
91285,32474,1477,13/10/2017 22:42
91292,9947,0,13/10/2017 22:47
91299,540,4781,13/10/2017 22:51
91306,16007,4025,13/10/2017 22:57
91313,16869,2919,13/10/2017 23:03
91320,45025,11613,13/10/2017 23:12
91327,49009,1925,13/10/2017 23:19
91334,1690,4102,13/10/2017 23:24
91341,51634,7728,13/10/2017 23:29
91348,27463,3087,13/10/2017 23:36
91355,24422,1645,13/10/2017 23:39
91362,52382,3178,13/10/2017 23:44
91369,38260,0,13/10/2017 23:58
91376,57696,4886,14/10/2017 00:05
91383,32896,1428,14/10/2017 00:13
91390,59994,2954,14/10/2017 00:16
91397,60446,6251,14/10/2017 00:22
91404,42858,1624,14/10/2017 00:30
91411,42013,2317,14/10/2017 00:35
91418,60114,2142,14/10/2017 00:44
91425,60365,4025,14/10/2017 01:02
91432,51249,3115,14/10/2017 01:40
91439,58587,2576,14/10/2017 02:08
91446,60505,2163,14/10/2017 03:28
91453,7283,0,14/10/2017 06:37
91460,28872,2933,14/10/2017 07:15
91467,57488,721,14/10/2017 08:03
91474,49614,3675,14/10/2017 08:07
91481,4532,3129,14/10/2017 08:18
91488,30874,6825,14/10/2017 08:32
91495,31057,2163,14/10/2017 08:53
91502,38313,0,14/10/2017 09:04
91509,53206,1659,14/10/2017 09:15
91516,21883,4781,14/10/2017 09:36
91523,44947,1848,14/10/2017 09:40
91530,7606,602,14/10/2017 09:48
91537,49614,4851,14/10/2017 09:56
91544,4934,2324,14/10/2017 10:01
91551,4765,3612,14/10/2017 10:07
91558,50582,3311,14/10/2017 10:13
91565,45055,2758,14/10/2017 10:19
91572,52002,8050,14/10/2017 10:23
91579,626,2135,14/10/2017 10:27
91586,35047,2758,14/10/2017 10:39
91593,1306,3003,14/10/2017 10:48
91600,35320,2793,14/10/2017 10:51
91607,57338,14553,14/10/2017 10:58
91614,18930,4165,14/10/2017 11:04
91621,48008,1729,14/10/2017 11:06
91628,54983,5558,14/10/2017 11:10
